"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.533354420E1,-5.059540868E-1,-1.955032349E-4,-4.733886719E-1
1.534354417E1,-5.084801912E-1,1.983642578E-4,-4.741044044E-1
1.535354417E1,-1.429578662E-2,3.682222366E-1,2.587223053E-2
1.536354424E1,-1.984706521E-2,3.704013824E-1,2.245616913E-2
1.537354427E1,1.909515262E-2,1.053810120E-3,1.084566116E-1
1.538354420E1,-1.448249817E-2,-1.177558899E-1,-3.154277802E-2
1.539354417E1,-3.066562712E-1,-1.314477921E-1,-1.471424103E-1
1.540354420E1,-4.952647090E-1,7.577896118E-2,-1.558732986E-1
1.541354414E1,-4.065674841E-1,3.197088242E-1,-1.731014252E-2
1.542354414E1,-1.535168588E-1,3.251991272E-1,1.947755814E-1
1.543354414E1,7.080012560E-2,3.514757156E-1,3.330178261E-1
1.544354417E1,5.288007855E-2,2.090272903E-1,3.726520538E-1
1.545354420E1,1.002616584E-1,-1.008114815E-1,3.292646408E-1
1.546354417E1,5.091547966E-2,-1.982412338E-1,3.216800690E-1
1.547354420E1,-2.218230367E-1,2.733516693E-2,2.764539719E-1
1.548354420E1,-2.753969133E-1,3.693494797E-1,2.342329025E-1
1.549354417E1,-1.670649052E-1,5.654840469E-1,2.264499664E-1
1.550354413E1,-1.612703204E-1,5.728354454E-1,2.166175842E-1
1.551354413E1,1.319707930E-1,3.817982674E-1,1.761984825E-1
1.552354416E1,2.937513292E-1,1.073307991E-1,1.568436623E-1
1.553354420E1,3.099552691E-1,-1.135206223E-1,1.230273247E-1
1.554354416E1,3.195779920E-1,-1.106414795E-1,1.198539734E-1
1.555354416E1,-4.774028063E-2,-1.593160629E-1,7.527065277E-2
1.556354420E1,-7.244992256E-2,-1.066417694E-1,3.492069244E-2
1.557354420E1,-8.815789223E-2,6.687545776E-2,1.632366180E-1
1.558354423E1,-1.016097367E-1,6.408882141E-2,1.659445763E-1
1.559354420E1,-1.569938660E-2,3.663301468E-2,2.894558907E-1
1.560354423E1,-1.712281108E-1,-3.094582558E-1,3.858404160E-1
1.561354426E1,-4.913214147E-1,-5.797662735E-1,3.793072701E-1
1.562354370E1,-5.231642723E-1,-5.968255997E-1,4.011931419E-1
1.563354400E1,-7.126247883E-1,-7.399654388E-2,-2.657561302E-1
1.564354336E1,-3.413778841E-1,1.020278931E-1,-3.260493279E-1
1.565354269E1,2.721136808E-2,-2.542877197E-2,-2.071833611E-1
1.566354176E1,-1.194864511E-3,-4.526996613E-2,-1.796588898E-1
1.567354176E1,-2.316767573E-1,-3.135147095E-1,4.757213593E-2
1.568354113E1,-3.061525226E-1,-7.011985779E-2,2.741160393E-1
1.569354113E1,-1.291675866E-1,2.625074387E-1,5.574650764E-1
1.570354043E1,2.092531323E-2,4.246644974E-1,7.971529961E-1
1.571354049E1,1.283343434E-1,3.876552582E-1,8.985133171E-1
1.572353979E1,7.194951177E-3,3.048305511E-1,8.506884575E-1
1.573353979E1,-2.689494938E-2,2.925682068E-1,8.683357239E-1
1.574353976E1,2.966572717E-2,-6.071281433E-2,3.503408432E-1
1.575353972E1,3.707089275E-2,-2.656297684E-1,1.190080643E-1
1.576353976E1,6.932942197E-3,-2.799644470E-1,-1.319661140E-1
1.577353969E1,-1.931233257E-1,1.153450012E-1,-3.205628395E-1
1.578353966E1,-2.179799825E-1,5.534086227E-1,-4.042930603E-1
1.579353966E1,-5.085296929E-2,8.184595108E-1,-3.564867973E-1
1.580353969E1,2.382900715E-1,6.861743927E-1,-1.951479912E-1
1.581353906E1,3.728181422E-1,2.167205811E-1,-3.822374344E-2
1.582353899E1,1.676481217E-1,-1.574316025E-1,6.060600281E-4
1.583353902E1,-6.103637069E-2,-2.505073547E-1,1.861858368E-2
1.584353905E1,-2.915638387E-1,-1.050949097E-3,-6.902265549E-2
1.585353902E1,-1.269861460E-1,2.241258621E-1,-1.248936653E-1
1.586353902E1,3.468611836E-1,1.835489273E-1,-9.917116165E-2
1.587353902E1,3.400780559E-1,1.410741806E-1,-2.631239891E-1
1.588353902E1,3.574275970E-1,-5.239868164E-2,-3.648223877E-1
1.589353905E1,2.516536117E-1,-1.451377869E-1,-4.114098549E-1
1.590353902E1,2.869378626E-1,-1.942281723E-1,-4.086518288E-1
1.591353902E1,3.186178505E-1,-2.042036057E-1,-4.407196045E-1
1.592353962E1,1.582293510E-1,-1.319503784E-1,-5.029039383E-1
1.593353928E1,2.402465045E-2,-5.143070221E-2,-5.621213913E-1
1.594353992E1,-1.177067161E-1,2.563476562E-2,-5.852761269E-1
1.595354058E1,-1.722240448E-1,1.809720993E-1,-4.746904373E-1
1.596354148E1,5.697436631E-2,1.143226624E-1,-2.179389000E-1
1.597354148E1,2.194726318E-1,-2.618970871E-1,1.100997925E-1
1.598354212E1,2.158479393E-1,-2.565984726E-1,1.016106606E-1
1.599354215E1,-3.189513087E-1,-3.430571556E-1,1.734137535E-1
1.600354285E1,-3.715815246E-1,6.937217712E-2,2.264881134E-2
1.601354278E1,7.759392262E-3,2.010459900E-1,1.432371140E-2
1.602354345E1,-4.730671644E-3,2.038831711E-1,1.025104523E-2
1.603354345E1,2.606147826E-1,-3.097124100E-1,1.822223663E-1
1.604354348E1,-1.775990427E-2,-4.113731384E-1,1.958069801E-1
1.605354352E1,-1.739661396E-1,-2.106599808E-1,1.591067314E-1
1.606354348E1,-1.732697487E-1,-2.101249695E-1,1.582131386E-1
1.607354351E1,9.934599698E-2,3.756542206E-1,-9.666728973E-2
1.608354355E1,3.342272639E-1,3.790168762E-1,-2.163810730E-1
1.609354355E1,1.575736552E-1,4.577980042E-1,-1.832304001E-1
1.610354351E1,1.503133178E-1,4.503517151E-1,-1.708683968E-1
1.611354421E1,1.734991074E-1,4.004297256E-1,-5.653791428E-1
1.612354425E1,5.289716721E-1,2.401666641E-1,8.311901093E-1
1.613354418E1,5.208735466E-1,-2.440652847E-1,2.253115177E0
1.614354414E1,5.294897556E-1,-2.379188538E-1,2.242578506E0
1.615354418E1,4.181528687E-1,6.097497940E-1,2.013361454E0
1.616354414E1,7.567492723E-1,8.266267776E-1,1.373990536E0
1.617354414E1,8.763276339E-1,8.270978928E-1,2.342777252E-1
1.618354411E1,8.870614767E-1,8.064422607E-1,2.680850029E-1
1.619354411E1,2.630060911E-1,-3.401660919E-2,-1.148820877E0
1.620354414E1,-6.553245783E-1,-3.538942337E-1,-8.198537827E-1
1.621354411E1,-1.994621903E-1,-1.991777420E-1,-3.097553253E-1
1.622354408E1,-2.091548741E-1,1.342401505E-1,1.040201187E-1
1.623354408E1,-2.826395631E-1,3.617143631E-1,2.851710320E-1
1.624354414E1,-1.100119203E-1,3.236923218E-1,1.999726295E-1
1.625354417E1,2.690501809E-1,3.201293945E-2,4.289150238E-3
1.626354414E1,3.864049315E-1,-2.370815277E-1,-2.773652077E-1
1.627354414E1,2.645759284E-1,-3.583040237E-1,-5.954847336E-1
1.628354417E1,2.243825495E-1,-4.262032509E-1,-7.871146202E-1
1.629354414E1,1.807168424E-1,-4.278287888E-1,-7.698941231E-1
1.630354414E1,3.002166748E-1,-3.889942169E-1,-5.564508438E-1
1.631354414E1,2.202823311E-1,-1.207504272E-1,-2.563362122E-1
1.632354417E1,2.503558397E-1,-9.365177155E-2,-3.006658554E-1
1.633354421E1,2.289824933E-1,3.066167831E-1,1.784029007E-1
1.634354417E1,3.393798470E-1,1.602287292E-1,3.191089630E-1
1.635354414E1,3.162259161E-1,-1.381435394E-1,4.192070961E-1
1.636354420E1,-3.502177447E-2,-1.867017746E-1,3.835787773E-1
1.637354420E1,-3.130964637E-1,7.181167603E-3,4.063701630E-1
1.638354417E1,-3.116196394E-1,1.229791641E-1,4.558782578E-1
1.639354417E1,3.928209841E-2,-1.593208313E-2,7.225308418E-1
1.640354420E1,1.815200299E-1,-3.401374817E-1,8.493614197E-1
1.641354414E1,1.297408044E-1,-6.000022888E-1,8.746514320E-1
1.642354414E1,-9.936366975E-2,-5.292987823E-1,7.715144157E-1
1.643354414E1,-3.793495297E-1,-1.908874512E-1,4.714055061E-1
1.644354417E1,-5.125676394E-1,1.403417587E-1,2.801299095E-1
1.645354417E1,-4.028681219E-1,2.331867218E-1,2.129325867E-1
1.646354417E1,-2.253479362E-1,1.436405182E-1,2.589392662E-1
1.647354423E1,-2.403741032E-1,-2.725791931E-2,2.260541916E-1
1.648354427E1,-3.266668916E-1,-9.421348572E-3,1.413044930E-1
1.649354423E1,-1.531060487E-1,-7.608509064E-2,6.017494202E-2
1.650354420E1,-4.776221514E-2,-2.741031647E-1,8.150053024E-2
1.651354420E1,-1.604020894E-1,-3.225512505E-1,6.521272659E-2
1.652354420E1,-4.015125632E-1,-1.134452820E-1,6.607246399E-2
1.653354423E1,-3.660526574E-1,1.329479218E-1,1.104493141E-1
1.654354416E1,-8.641475439E-2,2.643203735E-2,2.317156792E-1
1.655354416E1,1.092779189E-1,-1.547579765E-1,5.393123627E-1
1.656354420E1,1.521814913E-1,-2.073302269E-1,7.847285271E-1
1.657354416E1,6.123335660E-2,-1.618251801E-1,9.131822586E-1
1.658354416E1,-4.724562168E-2,-1.373310089E-1,8.051290512E-1
1.659354416E1,-1.129997075E-1,3.836154938E-3,5.923156738E-1
1.660354416E1,-1.478202343E-1,3.019552231E-1,2.885804176E-1
1.661354420E1,-1.921212673E-2,4.344377518E-1,-1.609134674E-2
1.662354350E1,6.283468008E-2,2.620677948E-1,-8.029270172E-2
1.663354280E1,1.253168881E-1,-1.405668259E-2,-8.448266983E-2
1.664354193E1,1.117667258E-1,-2.447395325E-1,-2.004814148E-2
1.665354130E1,1.042631269E-2,-4.446129799E-1,4.876279831E-2
1.666354036E1,-1.360198259E-1,-3.342165947E-1,8.213376999E-2
1.667353946E1,-2.864108086E-1,-1.244401932E-1,1.975827217E-1
1.668353883E1,-1.785547733E-1,-1.091909409E-1,3.319649696E-1
1.669353816E1,-1.048195660E-1,-1.619887352E-1,3.367786407E-1
1.670353813E1,-2.257109582E-1,-1.470537186E-1,3.084936142E-1
1.671353813E1,-9.441718459E-2,-2.703123093E-1,8.457565308E-2
1.672353816E1,-5.386957526E-2,-3.705101013E-1,-1.987085342E-1
1.673353823E1,6.623566151E-4,-4.533257484E-1,-3.201217651E-1
1.674353823E1,7.574895024E-2,-3.811392784E-1,-3.369908333E-1
1.675353823E1,1.109058857E-1,-2.648591995E-1,-2.681026459E-1
1.676353829E1,1.234765351E-1,-2.567963600E-1,-2.776198387E-1
