"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
8.593544464E0,-8.208000183E1,-2.744400024E2,1.411199951E2
8.603544430E0,-8.172000122E1,-2.742599792E2,1.415399933E2
8.613544430E0,-8.147999573E1,-2.744400024E2,1.421399994E2
8.623543763E0,-8.165999603E1,-2.741999817E2,1.418999939E2
8.633543096E0,-8.177999878E1,-2.741999817E2,1.416600037E2
8.643542529E0,-8.183999634E1,-2.740199890E2,1.414799957E2
8.653541629E0,-8.154000092E1,-2.739599915E2,1.413600006E2
8.663540762E0,-8.147999573E1,-2.741999817E2,1.411799927E2
8.673540128E0,-8.118000031E1,-2.743800049E2,1.412399902E2
8.683540094E0,-8.159999847E1,-2.747399902E2,1.413000031E2
8.693540060E0,-8.201999664E1,-2.741999817E2,1.415399933E2
8.703540060E0,-8.172000122E1,-2.738999939E2,1.408799896E2
8.713540093E0,-8.195999908E1,-2.741999817E2,1.407599945E2
8.723539726E0,-8.183999634E1,-2.738999939E2,1.411199951E2
8.733539692E0,-8.255999756E1,-2.744400024E2,1.414799957E2
8.743539725E0,-8.279999542E1,-2.745000000E2,1.421399994E2
8.753539791E0,-8.279999542E1,-2.744400024E2,1.424400024E2
8.763539791E0,-8.279999542E1,-2.746799927E2,1.420800018E2
8.773539724E0,-8.201999664E1,-2.743800049E2,1.415999908E2
8.783539690E0,-8.195999908E1,-2.743200073E2,1.415399933E2
8.793539723E0,-8.231999969E1,-2.737799988E2,1.415399933E2
8.803539723E0,-8.219999695E1,-2.739599915E2,1.410000000E2
8.813539689E0,-8.231999969E1,-2.742599792E2,1.411199951E2
8.823539689E0,-8.255999756E1,-2.747999878E2,1.410599976E2
8.833539722E0,-8.231999969E1,-2.747999878E2,1.408199921E2
8.843539722E0,-8.225999451E1,-2.745000000E2,1.413600006E2
8.853539655E0,-8.231999969E1,-2.740799866E2,1.411199951E2
8.863539688E0,-8.208000183E1,-2.736600037E2,1.413600006E2
8.873539721E0,-8.255999756E1,-2.735400085E2,1.412399902E2
8.883539654E0,-8.297999573E1,-2.734199829E2,1.410599976E2
8.893539654E0,-8.279999542E1,-2.730000000E2,1.408199921E2
8.903539687E0,-8.219999695E1,-2.731799927E2,1.405800018E2
8.913539653E0,-8.183999634E1,-2.736600037E2,1.406399994E2
8.923540353E0,-8.100000000E1,-2.737200012E2,1.408199921E2
8.933540986E0,-8.111999512E1,-2.738999939E2,1.406399994E2
8.943541586E0,-8.165999603E1,-2.735400085E2,1.403399963E2
8.953542486E0,-8.154000092E1,-2.728800049E2,1.402799988E2
8.963543319E0,-8.219999695E1,-2.731799927E2,1.404599915E2
8.973544019E0,-8.159999847E1,-2.734199829E2,1.411199951E2
8.983544052E0,-8.154000092E1,-2.736600037E2,1.415399933E2
8.993544052E0,-8.081999969E1,-2.737799988E2,1.415399933E2
9.003544052E0,-8.033999634E1,-2.738399963E2,1.411199951E2
9.013544018E0,-8.081999969E1,-2.740199890E2,1.405800018E2
9.023544418E0,-8.087999725E1,-2.743200073E2,1.401600037E2
9.033544451E0,-8.136000061E1,-2.741399841E2,1.404599915E2
9.043544417E0,-8.177999878E1,-2.738999939E2,1.405200043E2
9.053544383E0,-8.219999695E1,-2.733599854E2,1.408199921E2
9.063544416E0,-8.286000061E1,-2.732999878E2,1.405800018E2
9.073544416E0,-8.315999603E1,-2.737200012E2,1.398000031E2
9.083544449E0,-8.322000122E1,-2.733599854E2,1.396199951E2
9.093544415E0,-8.279999542E1,-2.731799927E2,1.396799927E2
9.103544448E0,-8.225999451E1,-2.732399902E2,1.402799988E2
9.113544481E0,-8.201999664E1,-2.733599854E2,1.410599976E2
9.123544447E0,-8.208000183E1,-2.737200012E2,1.413600006E2
9.133544447E0,-8.208000183E1,-2.741999817E2,1.414199982E2
9.143544480E0,-8.243999481E1,-2.745000000E2,1.414799957E2
9.153544480E0,-8.250000000E1,-2.746199951E2,1.410599976E2
9.163544413E0,-8.225999451E1,-2.745599976E2,1.408799896E2
9.173544379E0,-8.243999481E1,-2.747399902E2,1.405800018E2
9.183544412E0,-8.213999939E1,-2.741999817E2,1.405800018E2
9.193544378E0,-8.190000153E1,-2.737799988E2,1.413600006E2
9.203544344E0,-8.208000183E1,-2.737799988E2,1.411799927E2
9.213544410E0,-8.208000183E1,-2.734799805E2,1.411799927E2
9.223544410E0,-8.201999664E1,-2.734799805E2,1.411799927E2
9.233544410E0,-8.237999725E1,-2.736000061E2,1.407599945E2
9.243544376E0,-8.255999756E1,-2.736000061E2,1.408199921E2
9.253544342E0,-8.268000031E1,-2.733599854E2,1.406999969E2
9.263544375E0,-8.261999512E1,-2.734799805E2,1.404599915E2
9.273544308E0,-8.255999756E1,-2.730000000E2,1.399799957E2
9.283544274E0,-8.261999512E1,-2.734199829E2,1.402200012E2
9.293544307E0,-8.261999512E1,-2.736600037E2,1.400999908E2
9.303544307E0,-8.309999847E1,-2.738399963E2,1.400999908E2
9.313544307E0,-8.358000183E1,-2.743200073E2,1.404599915E2
9.323544273E0,-8.309999847E1,-2.735400085E2,1.403999939E2
9.333544306E0,-8.291999817E1,-2.737799988E2,1.406999969E2
9.343544339E0,-8.297999573E1,-2.736000061E2,1.408799896E2
9.353544305E0,-8.286000061E1,-2.736000061E2,1.405200043E2
9.363544338E0,-8.304000092E1,-2.741999817E2,1.396199951E2
9.373544371E0,-8.340000153E1,-2.740799866E2,1.391999969E2
9.383544337E0,-8.291999817E1,-2.744400024E2,1.389599915E2
9.393544370E0,-8.286000061E1,-2.745000000E2,1.387200012E2
9.403544336E0,-8.333999634E1,-2.746199951E2,1.399199982E2
9.413544336E0,-8.351999664E1,-2.747999878E2,1.403999939E2
9.423544369E0,-8.351999664E1,-2.747999878E2,1.404599915E2
9.433544335E0,-8.340000153E1,-2.748599854E2,1.410599976E2
9.443544335E0,-8.279999542E1,-2.741399841E2,1.403999939E2
9.453544368E0,-8.219999695E1,-2.739599915E2,1.400999908E2
9.463544368E0,-8.208000183E1,-2.734199829E2,1.398000031E2
9.473544401E0,-8.213999939E1,-2.731799927E2,1.397399902E2
9.483544367E0,-8.213999939E1,-2.734799805E2,1.400999908E2
9.493544400E0,-8.237999725E1,-2.734199829E2,1.402200012E2
9.503544433E0,-8.261999512E1,-2.734799805E2,1.403399963E2
9.513544366E0,-8.273999786E1,-2.738399963E2,1.401600037E2
9.523544366E0,-8.291999817E1,-2.737799988E2,1.401600037E2
9.533544399E0,-8.286000061E1,-2.738999939E2,1.406999969E2
9.543544399E0,-8.268000031E1,-2.737200012E2,1.406999969E2
9.553544399E0,-8.273999786E1,-2.734799805E2,1.406999969E2
9.563544365E0,-8.279999542E1,-2.732399902E2,1.404599915E2
9.573544398E0,-8.243999481E1,-2.730000000E2,1.399199982E2
9.583544431E0,-8.273999786E1,-2.731799927E2,1.404599915E2
9.593544397E0,-8.231999969E1,-2.732399902E2,1.402200012E2
9.603544430E0,-8.237999725E1,-2.738399963E2,1.402799988E2
9.613544463E0,-8.315999603E1,-2.737799988E2,1.400999908E2
9.623543796E0,-8.327999878E1,-2.739599915E2,1.397399902E2
9.633543596E0,-8.340000153E1,-2.741399841E2,1.399199982E2
9.643542696E0,-8.315999603E1,-2.735400085E2,1.399199982E2
9.653542062E0,-8.279999542E1,-2.738399963E2,1.402799988E2
9.663541128E0,-8.273999786E1,-2.738999939E2,1.403999939E2
9.673540228E0,-8.225999451E1,-2.736000061E2,1.404599915E2
9.683539594E0,-8.213999939E1,-2.738399963E2,1.403999939E2
9.693539560E0,-8.201999664E1,-2.738999939E2,1.395599976E2
9.703538893E0,-8.183999634E1,-2.735400085E2,1.393799896E2
9.713538893E0,-8.237999725E1,-2.738399963E2,1.396199951E2
9.723538926E0,-8.279999542E1,-2.737799988E2,1.397399902E2
9.733538992E0,-8.297999573E1,-2.733599854E2,1.400999908E2
9.743538958E0,-8.322000122E1,-2.733599854E2,1.393199921E2
9.753538924E0,-8.358000183E1,-2.731199951E2,1.384199982E2
9.763538957E0,-8.340000153E1,-2.734799805E2,1.381199951E2
9.773538923E0,-8.327999878E1,-2.736000061E2,1.385399933E2
9.783538923E0,-8.286000061E1,-2.738999939E2,1.393199921E2
9.793538889E0,-8.237999725E1,-2.736600037E2,1.400999908E2
9.803538922E0,-8.208000183E1,-2.732999878E2,1.405800018E2
9.813538955E0,-8.177999878E1,-2.732999878E2,1.399799957E2
9.823538921E0,-8.183999634E1,-2.732999878E2,1.400999908E2
9.833538921E0,-8.225999451E1,-2.737799988E2,1.399799957E2
9.843538921E0,-8.255999756E1,-2.735400085E2,1.398600006E2
9.853538954E0,-8.243999481E1,-2.739599915E2,1.402200012E2
9.863538987E0,-8.268000031E1,-2.733599854E2,1.400399933E2
9.873538953E0,-8.208000183E1,-2.730000000E2,1.398000031E2
9.883538953E0,-8.177999878E1,-2.736600037E2,1.393799896E2
9.893538986E0,-8.208000183E1,-2.735400085E2,1.396799927E2
9.903538952E0,-8.177999878E1,-2.741999817E2,1.390800018E2
9.913538918E0,-8.225999451E1,-2.745000000E2,1.395599976E2
9.923539584E0,-8.237999725E1,-2.738399963E2,1.398600006E2
9.933539750E0,-8.219999695E1,-2.731199951E2,1.395599976E2
9.943540616E0,-8.225999451E1,-2.730599976E2,1.402200012E2
9.953541249E0,-8.208000183E1,-2.731199951E2,1.400999908E2
9.963542149E0,-8.154000092E1,-2.730599976E2,1.400999908E2
9.973543049E0,-8.154000092E1,-2.731799927E2,1.398000031E2
9.983543682E0,-8.147999573E1,-2.732399902E2,1.396199951E2
9.993543715E0,-8.165999603E1,-2.731199951E2,1.391999969E2
1.000354438E1,-8.225999451E1,-2.736600037E2,1.391399994E2
1.001354438E1,-8.268000031E1,-2.743800049E2,1.394400024E2
1.002354431E1,-8.268000031E1,-2.740199890E2,1.397399902E2
1.003354425E1,-8.219999695E1,-2.740199890E2,1.400399933E2
1.004354428E1,-8.177999878E1,-2.736000061E2,1.399799957E2
1.005354431E1,-8.165999603E1,-2.736000061E2,1.398000031E2
1.006354428E1,-8.165999603E1,-2.737200012E2,1.393799896E2
1.007354428E1,-8.201999664E1,-2.731199951E2,1.396199951E2
1.008354434E1,-8.250000000E1,-2.735400085E2,1.393799896E2
1.009354438E1,-8.243999481E1,-2.730599976E2,1.396199951E2
1.010354431E1,-8.309999847E1,-2.733599854E2,1.400399933E2
1.011354434E1,-8.291999817E1,-2.736600037E2,1.395599976E2
1.012354438E1,-8.255999756E1,-2.734199829E2,1.395599976E2
1.013354434E1,-8.237999725E1,-2.739599915E2,1.394400024E2
1.014354434E1,-8.190000153E1,-2.738399963E2,1.393199921E2
1.015354431E1,-8.183999634E1,-2.742599792E2,1.396199951E2
1.016354431E1,-8.190000153E1,-2.741399841E2,1.399799957E2
1.017354434E1,-8.159999847E1,-2.735400085E2,1.403999939E2
1.018354431E1,-8.100000000E1,-2.738999939E2,1.403999939E2
1.019354431E1,-8.087999725E1,-2.731199951E2,1.403999939E2
1.020354434E1,-8.040000153E1,-2.726399841E2,1.404599915E2
1.021354434E1,-8.075999451E1,-2.729400024E2,1.403999939E2
1.022354437E1,-8.129999542E1,-2.723999939E2,1.406999969E2
1.023354434E1,-8.154000092E1,-2.727599792E2,1.406999969E2
1.024354437E1,-8.172000122E1,-2.732399902E2,1.402799988E2
1.025354441E1,-8.183999634E1,-2.732399902E2,1.399199982E2
1.026354437E1,-8.177999878E1,-2.732399902E2,1.393199921E2
1.027354437E1,-8.165999603E1,-2.734799805E2,1.390200043E2
1.028354440E1,-8.201999664E1,-2.738399963E2,1.394400024E2
1.029354437E1,-8.177999878E1,-2.740799866E2,1.396799927E2
1.030354437E1,-8.177999878E1,-2.738999939E2,1.396199951E2
1.031354434E1,-8.195999908E1,-2.737200012E2,1.398000031E2
1.032354437E1,-8.208000183E1,-2.736600037E2,1.400999908E2
1.033354440E1,-8.237999725E1,-2.736000061E2,1.399799957E2
1.034354437E1,-8.208000183E1,-2.734799805E2,1.402200012E2
1.035354437E1,-8.201999664E1,-2.735400085E2,1.400999908E2
1.036354440E1,-8.159999847E1,-2.735400085E2,1.396799927E2
1.037354440E1,-8.190000153E1,-2.732999878E2,1.396799927E2
1.038354434E1,-8.219999695E1,-2.736600037E2,1.395000000E2
1.039354430E1,-8.213999939E1,-2.732999878E2,1.396799927E2
1.040354433E1,-8.208000183E1,-2.736000061E2,1.398600006E2
1.041354427E1,-8.141999817E1,-2.736600037E2,1.393799896E2
1.042354427E1,-8.105999756E1,-2.734199829E2,1.396799927E2
1.043354430E1,-8.105999756E1,-2.741399841E2,1.396799927E2
1.044354430E1,-8.159999847E1,-2.737200012E2,1.400399933E2
1.045354430E1,-8.190000153E1,-2.738999939E2,1.403999939E2
1.046354427E1,-8.231999969E1,-2.737200012E2,1.403399963E2
1.047354430E1,-8.195999908E1,-2.737200012E2,1.403399963E2
1.048354433E1,-8.195999908E1,-2.739599915E2,1.399199982E2
1.049354433E1,-8.154000092E1,-2.736000061E2,1.395000000E2
1.050354430E1,-8.159999847E1,-2.743200073E2,1.398600006E2
1.051354433E1,-8.213999939E1,-2.745000000E2,1.400399933E2
1.052354430E1,-8.190000153E1,-2.741999817E2,1.402200012E2
1.053354430E1,-8.261999512E1,-2.740199890E2,1.406399994E2
1.054354426E1,-8.255999756E1,-2.734199829E2,1.400999908E2
1.055354426E1,-8.231999969E1,-2.729400024E2,1.400999908E2
1.056354430E1,-8.201999664E1,-2.733599854E2,1.397399902E2
1.057354426E1,-8.172000122E1,-2.741399841E2,1.397399902E2
1.058354430E1,-8.165999603E1,-2.747399902E2,1.401600037E2
1.059354433E1,-8.123999786E1,-2.747999878E2,1.398600006E2
1.060354433E1,-8.165999603E1,-2.742599792E2,1.396199951E2
1.061354436E1,-8.159999847E1,-2.738999939E2,1.395599976E2
1.062354366E1,-8.190000153E1,-2.736000061E2,1.391999969E2
1.063354319E1,-8.219999695E1,-2.730599976E2,1.395000000E2
1.064354236E1,-8.195999908E1,-2.732399902E2,1.398600006E2
1.065354166E1,-8.213999939E1,-2.730599976E2,1.400399933E2
1.066354166E1,-8.201999664E1,-2.728800049E2,1.399199982E2
1.067354079E1,-8.243999481E1,-2.734199829E2,1.395000000E2
1.068354046E1,-8.273999786E1,-2.732399902E2,1.396199951E2
1.069354049E1,-8.237999725E1,-2.731799927E2,1.393199921E2
1.070354053E1,-8.261999512E1,-2.734199829E2,1.393799896E2
1.071354059E1,-8.225999451E1,-2.733599854E2,1.389599915E2
1.072354059E1,-8.213999939E1,-2.731799927E2,1.381799927E2
1.073354056E1,-8.237999725E1,-2.734799805E2,1.380000000E2
1.074354056E1,-8.190000153E1,-2.726999817E2,1.378799896E2
1.075354056E1,-8.225999451E1,-2.727599792E2,1.386600037E2
1.076354059E1,-8.213999939E1,-2.728200073E2,1.389599915E2
1.077354052E1,-8.225999451E1,-2.720400085E2,1.389599915E2
1.078354049E1,-8.268000031E1,-2.725799866E2,1.388399963E2
1.079354049E1,-8.219999695E1,-2.726399841E2,1.384799957E2
1.080354049E1,-8.183999634E1,-2.725199890E2,1.385999908E2
1.081354046E1,-8.195999908E1,-2.728200073E2,1.390800018E2
1.082353979E1,-8.154000092E1,-2.724599915E2,1.393799896E2
1.083353985E1,-8.154000092E1,-2.721600037E2,1.396199951E2
1.084353989E1,-8.190000153E1,-2.722799988E2,1.403999939E2
1.085353985E1,-8.190000153E1,-2.726399841E2,1.402200012E2
1.086353989E1,-8.208000183E1,-2.728200073E2,1.403999939E2
1.087353992E1,-8.190000153E1,-2.728200073E2,1.405200043E2
1.088353985E1,-8.183999634E1,-2.726999817E2,1.399199982E2
1.089353985E1,-8.159999847E1,-2.730599976E2,1.403399963E2
1.090353985E1,-8.105999756E1,-2.731799927E2,1.399199982E2
1.091353985E1,-8.129999542E1,-2.734799805E2,1.399199982E2
1.092354055E1,-8.172000122E1,-2.737799988E2,1.398000031E2
1.093354098E1,-8.136000061E1,-2.732999878E2,1.387799988E2
1.094354185E1,-8.111999512E1,-2.730599976E2,1.392599945E2
1.095354255E1,-8.105999756E1,-2.730000000E2,1.392599945E2
1.096354252E1,-8.069999695E1,-2.726999817E2,1.392599945E2
1.097354342E1,-8.081999969E1,-2.729400024E2,1.400999908E2
1.098354375E1,-8.111999512E1,-2.734199829E2,1.397399902E2
1.099354375E1,-8.118000031E1,-2.735400085E2,1.395599976E2
1.100354372E1,-8.105999756E1,-2.735400085E2,1.396199951E2
1.101354365E1,-8.141999817E1,-2.735400085E2,1.394400024E2
1.102354365E1,-8.190000153E1,-2.732399902E2,1.394400024E2
1.103354368E1,-8.165999603E1,-2.726399841E2,1.393799896E2
1.104354368E1,-8.147999573E1,-2.726399841E2,1.387799988E2
1.105354368E1,-8.093999481E1,-2.723399963E2,1.390200043E2
1.106354365E1,-8.045999908E1,-2.722200012E2,1.392599945E2
1.107354368E1,-8.058000183E1,-2.722799988E2,1.390800018E2
1.108354371E1,-8.058000183E1,-2.722799988E2,1.397399902E2
1.109354368E1,-8.063999939E1,-2.724599915E2,1.393799896E2
1.110354371E1,-8.058000183E1,-2.728200073E2,1.391399994E2
1.111354375E1,-8.022000122E1,-2.727599792E2,1.389599915E2
1.112354441E1,-8.015999603E1,-2.727599792E2,1.383000031E2
1.113354434E1,-7.991999817E1,-2.725799866E2,1.384199982E2
1.114354431E1,-8.051999664E1,-2.725199890E2,1.380599976E2
1.115354434E1,-8.075999451E1,-2.728800049E2,1.381199951E2
1.116354428E1,-8.081999969E1,-2.734199829E2,1.385999908E2
1.117354424E1,-8.105999756E1,-2.737200012E2,1.386600037E2
1.118354428E1,-8.040000153E1,-2.736600037E2,1.390200043E2
1.119354424E1,-8.063999939E1,-2.734199829E2,1.393199921E2
1.120354424E1,-8.063999939E1,-2.729400024E2,1.393799896E2
1.121354421E1,-8.111999512E1,-2.729400024E2,1.392599945E2
1.122354424E1,-8.087999725E1,-2.729400024E2,1.388999939E2
1.123354427E1,-8.075999451E1,-2.728800049E2,1.390200043E2
1.124354424E1,-8.051999664E1,-2.730000000E2,1.387200012E2
1.125354421E1,-8.009999847E1,-2.726399841E2,1.386600037E2
1.126354424E1,-8.045999908E1,-2.725799866E2,1.388999939E2
1.127354420E1,-8.033999634E1,-2.724599915E2,1.384799957E2
1.128354420E1,-8.075999451E1,-2.726399841E2,1.388999939E2
1.129354417E1,-8.081999969E1,-2.729400024E2,1.384799957E2
1.130354417E1,-8.075999451E1,-2.729400024E2,1.385399933E2
1.131354420E1,-8.058000183E1,-2.734799805E2,1.388399963E2
1.132354417E1,-8.015999603E1,-2.732399902E2,1.387799988E2
1.133354420E1,-8.009999847E1,-2.730599976E2,1.392599945E2
1.134354424E1,-7.997999573E1,-2.728800049E2,1.388399963E2
1.135354424E1,-8.040000153E1,-2.723999939E2,1.383000031E2
1.136354427E1,-8.027999878E1,-2.725199890E2,1.377599945E2
1.137354424E1,-7.973999786E1,-2.725199890E2,1.372200012E2
1.138354424E1,-7.937999725E1,-2.725199890E2,1.370999908E2
1.139354427E1,-7.913999939E1,-2.726399841E2,1.373399963E2
1.140354423E1,-7.901999664E1,-2.721000061E2,1.374599915E2
1.141354423E1,-7.968000031E1,-2.720400085E2,1.379400024E2
1.142354427E1,-8.040000153E1,-2.717999878E2,1.384199982E2
1.143354427E1,-8.015999603E1,-2.716799927E2,1.387200012E2
1.144354427E1,-8.040000153E1,-2.722200012E2,1.390200043E2
1.145354423E1,-7.979999542E1,-2.719199829E2,1.388399963E2
1.146354430E1,-7.950000000E1,-2.716799927E2,1.388999939E2
1.147354433E1,-7.968000031E1,-2.722799988E2,1.385999908E2
1.148354430E1,-7.961999512E1,-2.723399963E2,1.380599976E2
1.149354433E1,-8.027999878E1,-2.726999817E2,1.379400024E2
1.150354436E1,-8.022000122E1,-2.731199951E2,1.373399963E2
1.151354436E1,-8.069999695E1,-2.727599792E2,1.376999969E2
1.152354430E1,-8.081999969E1,-2.726999817E2,1.378799896E2
1.153354426E1,-8.111999512E1,-2.726399841E2,1.384799957E2
1.154354430E1,-8.154000092E1,-2.728800049E2,1.384199982E2
1.155354430E1,-8.118000031E1,-2.731199951E2,1.383600006E2
1.156354426E1,-8.123999786E1,-2.726999817E2,1.383600006E2
1.157354430E1,-8.075999451E1,-2.725199890E2,1.381799927E2
1.158354433E1,-8.045999908E1,-2.724599915E2,1.387799988E2
1.159354433E1,-8.027999878E1,-2.719799805E2,1.387799988E2
1.160354429E1,-8.022000122E1,-2.722200012E2,1.388399963E2
1.161354433E1,-7.973999786E1,-2.721600037E2,1.387200012E2
1.162354369E1,-7.991999817E1,-2.721000061E2,1.384799957E2
1.163354296E1,-8.015999603E1,-2.723999939E2,1.385399933E2
1.164354226E1,-8.051999664E1,-2.726999817E2,1.388399963E2
1.165354162E1,-8.075999451E1,-2.728800049E2,1.388399963E2
1.166354072E1,-8.051999664E1,-2.727599792E2,1.395599976E2
1.167354072E1,-8.040000153E1,-2.730000000E2,1.391999969E2
1.168354003E1,-7.955999756E1,-2.725799866E2,1.387799988E2
1.169354002E1,-7.943999481E1,-2.727599792E2,1.388999939E2
1.170353939E1,-7.950000000E1,-2.726999817E2,1.385399933E2
1.171353939E1,-7.991999817E1,-2.721600037E2,1.394400024E2
1.172353942E1,-8.022000122E1,-2.723399963E2,1.395599976E2
1.173353909E1,-8.063999939E1,-2.724599915E2,1.393199921E2
1.174353886E1,-8.051999664E1,-2.726399841E2,1.387799988E2
1.175353889E1,-8.015999603E1,-2.731199951E2,1.378199921E2
1.176353882E1,-7.991999817E1,-2.728200073E2,1.376399994E2
1.177353882E1,-7.950000000E1,-2.726399841E2,1.379400024E2
1.178353886E1,-7.991999817E1,-2.726999817E2,1.383000031E2
1.179353882E1,-7.979999542E1,-2.725799866E2,1.388999939E2
1.180353879E1,-8.027999878E1,-2.727599792E2,1.390800018E2
1.181353879E1,-8.075999451E1,-2.732399902E2,1.392599945E2
1.182353845E1,-8.022000122E1,-2.733599854E2,1.394400024E2
1.183353849E1,-8.058000183E1,-2.735400085E2,1.395000000E2
1.184353845E1,-8.081999969E1,-2.740799866E2,1.394400024E2
1.185353848E1,-8.081999969E1,-2.738999939E2,1.395000000E2
1.186353852E1,-8.111999512E1,-2.740199890E2,1.393799896E2
1.187353848E1,-8.087999725E1,-2.740799866E2,1.393199921E2
1.188353845E1,-7.991999817E1,-2.735400085E2,1.396199951E2
1.189353845E1,-7.955999756E1,-2.733599854E2,1.395000000E2
1.190353848E1,-7.943999481E1,-2.731799927E2,1.399799957E2
1.191353842E1,-7.961999512E1,-2.732399902E2,1.395599976E2
1.192353905E1,-8.004000092E1,-2.736000061E2,1.393799896E2
1.193353975E1,-8.009999847E1,-2.740199890E2,1.395000000E2
1.194354042E1,-7.973999786E1,-2.739599915E2,1.388999939E2
1.195354105E1,-7.991999817E1,-2.738399963E2,1.391399994E2
1.196354191E1,-7.973999786E1,-2.737200012E2,1.391399994E2
1.197354198E1,-8.015999603E1,-2.737799988E2,1.388999939E2
1.198354268E1,-8.058000183E1,-2.737200012E2,1.390800018E2
1.199354265E1,-8.040000153E1,-2.735400085E2,1.385399933E2
1.200354328E1,-8.081999969E1,-2.732999878E2,1.387799988E2
1.201354328E1,-8.123999786E1,-2.728800049E2,1.390200043E2
1.202354321E1,-8.154000092E1,-2.729400024E2,1.389599915E2
1.203354354E1,-8.190000153E1,-2.729400024E2,1.393799896E2
1.204354378E1,-8.213999939E1,-2.729400024E2,1.393799896E2
1.205354381E1,-8.111999512E1,-2.730599976E2,1.391399994E2
1.206354384E1,-8.063999939E1,-2.729400024E2,1.387799988E2
1.207354381E1,-8.051999664E1,-2.730599976E2,1.390800018E2
1.208354384E1,-8.058000183E1,-2.731799927E2,1.390800018E2
1.209354388E1,-8.141999817E1,-2.729400024E2,1.388999939E2
1.210354388E1,-8.165999603E1,-2.726999817E2,1.393799896E2
1.211354391E1,-8.129999542E1,-2.727599792E2,1.391999969E2
1.212354424E1,-8.051999664E1,-2.728200073E2,1.392599945E2
1.213354424E1,-8.022000122E1,-2.731799927E2,1.391999969E2
1.214354428E1,-8.022000122E1,-2.739599915E2,1.392599945E2
1.215354424E1,-8.075999451E1,-2.737799988E2,1.390200043E2
1.216354424E1,-8.136000061E1,-2.737200012E2,1.387200012E2
1.217354427E1,-8.118000031E1,-2.736600037E2,1.389599915E2
1.218354427E1,-8.129999542E1,-2.730599976E2,1.384799957E2
1.219354427E1,-8.118000031E1,-2.734799805E2,1.385399933E2
1.220354424E1,-8.087999725E1,-2.736000061E2,1.384799957E2
1.221354427E1,-8.111999512E1,-2.734199829E2,1.388999939E2
1.222354431E1,-8.069999695E1,-2.732999878E2,1.388399963E2
1.223354427E1,-8.051999664E1,-2.726399841E2,1.391399994E2
1.224354430E1,-8.093999481E1,-2.727599792E2,1.393199921E2
1.225354434E1,-8.129999542E1,-2.732399902E2,1.390200043E2
1.226354434E1,-8.141999817E1,-2.736600037E2,1.392599945E2
1.227354427E1,-8.123999786E1,-2.738399963E2,1.393199921E2
1.228354424E1,-8.093999481E1,-2.740199890E2,1.394400024E2
1.229354427E1,-8.015999603E1,-2.735400085E2,1.391999969E2
1.230354427E1,-8.022000122E1,-2.734199829E2,1.390800018E2
1.231354424E1,-8.033999634E1,-2.735400085E2,1.386600037E2
1.232354427E1,-8.063999939E1,-2.730000000E2,1.385999908E2
1.233354430E1,-8.105999756E1,-2.729400024E2,1.382399902E2
1.234354430E1,-8.081999969E1,-2.728800049E2,1.385399933E2
1.235354424E1,-8.111999512E1,-2.729400024E2,1.385399933E2
1.236354427E1,-8.141999817E1,-2.730599976E2,1.381799927E2
1.237354430E1,-8.147999573E1,-2.734199829E2,1.384199982E2
1.238354423E1,-8.195999908E1,-2.732399902E2,1.385999908E2
1.239354420E1,-8.183999634E1,-2.731799927E2,1.388399963E2
1.240354423E1,-8.136000061E1,-2.730599976E2,1.389599915E2
1.241354420E1,-8.100000000E1,-2.728200073E2,1.387799988E2
1.242354420E1,-8.087999725E1,-2.731799927E2,1.385399933E2
1.243354416E1,-8.040000153E1,-2.730000000E2,1.384799957E2
1.244354416E1,-8.058000183E1,-2.734799805E2,1.384799957E2
1.245354420E1,-8.063999939E1,-2.735400085E2,1.384799957E2
1.246354416E1,-8.075999451E1,-2.734199829E2,1.385399933E2
1.247354420E1,-8.069999695E1,-2.737799988E2,1.384799957E2
1.248354423E1,-8.051999664E1,-2.731799927E2,1.383000031E2
1.249354423E1,-8.063999939E1,-2.733599854E2,1.384199982E2
1.250354423E1,-8.009999847E1,-2.732399902E2,1.378799896E2
1.251354420E1,-8.009999847E1,-2.731199951E2,1.377599945E2
1.252354420E1,-8.040000153E1,-2.734799805E2,1.382399902E2
1.253354423E1,-8.009999847E1,-2.736000061E2,1.385399933E2
1.254354420E1,-8.075999451E1,-2.732399902E2,1.383000031E2
1.255354420E1,-8.100000000E1,-2.730000000E2,1.383600006E2
1.256354423E1,-8.075999451E1,-2.728800049E2,1.378799896E2
1.257354423E1,-8.058000183E1,-2.727599792E2,1.380599976E2
1.258354426E1,-8.022000122E1,-2.731199951E2,1.384799957E2
1.259354423E1,-8.015999603E1,-2.735400085E2,1.381199951E2
1.260354426E1,-8.075999451E1,-2.732999878E2,1.380000000E2
1.261354429E1,-8.129999542E1,-2.730000000E2,1.372799988E2
1.262354359E1,-8.123999786E1,-2.731799927E2,1.370999908E2
1.263354293E1,-8.129999542E1,-2.730599976E2,1.373999939E2
1.264354229E1,-8.105999756E1,-2.737799988E2,1.372799988E2
1.265354142E1,-8.081999969E1,-2.735400085E2,1.374599915E2
1.266354069E1,-8.093999481E1,-2.735400085E2,1.374599915E2
1.267353999E1,-8.129999542E1,-2.732999878E2,1.372799988E2
1.268354002E1,-8.105999756E1,-2.728200073E2,1.376399994E2
